reviews,sentiment,aspect,aspect_codes_list,type_product
bìa sách cũ ... ... ... ... . .,3,[2],[2],0
bìa sách bị cong và bìa khá bẩn và cũ,2,[2],[2],0
"sách rất ok , giao hàng cẩn_thận",4,[4],[4],0
buồn vì sách không được thẳng đẹp,3,[2],[2],0
"giao hàng nhanh , nhưng sách giao hơi bị cũ , bụi , có vết bẩn .",3,"[2, 4]","[2, 4]",0
sách hay có ý_nghĩa . sách có nhiều lỗi chính_tả .,3,[2],[2],0
"nội_dung sách hay , hữu_ích . tuy_nhiên , còn nhiều lỗi chính_tả .",4,[2],[2],0
"bìa sách hơi cũ , bẩn . mong tiki kiểm_tra kĩ hơn trước khi giao .",3,"[2, 4]","[2, 4]",0
sach hay va y nghia thích hop cho bạn trẻ đang nghi chuyen gđ,4,"[2, 3]","[2, 3]",0
"sách cũ quá , mất seal",3,[2],[2],0
"rất hay , nói rất đúng về sự khác_biệt giữa nam và nữ",4,[2],[2],0
nội_dung không ưng_ý cho lắm . nội_dung có phần nhàm_chán và lặp lại nhiều .,3,[2],[2],0
"bìa sách màu hơi cũ , như là lâu rồi không bán được .",2,[2],[2],0
sách cũ . rất nhiều bụi . lau vẫn không hết . khá thất_vọng,4,[2],[2],0
nam_nữ gì cũng_nên đọc để hiểu về nửa còn lại,4,[2],[2],0
"hàng tốt , đóng_gói tốt , giao hàng tốt ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... .",4,"[2, 4]","[2, 4]",0
"giao hàng cực nhanh , sách đẹp , đóng_gói cản thẩn ?",4,"[2, 4]","[2, 4]",0
"sách hay , đưa ra các minh chứng xác thật",4,[2],[2],0
"giao nhanh , không rách sách , nói_chung ok .",4,[4],[4],0
"keo dán sách không tốt , trang sách như muốn rơi",1,[2],[2],0
sách đã nhận nhưng không có bookmark như quảng_cáo,4,[2],[2],0
sách hay . nên đọc trước khi kết_hôn,4,[2],[2],0
sách hay nên đọc để hiểu tâm_lý hơn,4,[2],[2],0
sách hơi bị bẩn tuy_nhiên nội_dung hay,3,[2],[2],0
"sách khá ổn , chưa đọc , vận_chuyển nhanh",4,"[2, 4]","[2, 4]",0
"giao hàng nhanh , nhân_viên dễ_thương , sẽ ủng_hộ tiki",4,"[1, 2, 4]","[1, 2, 4]",0
"quá_trình vận_chuyển làm gáy sách bị bong tróc , mất thẩm_mỹ",4,[4],[4],0
"đóng_gói ẩu , bìa bị rách .",3,[4],[4],0
"tốt la , chỉ có_điều trên nền_tảng tiki hiện lên 8 ngày sau hàng đến , thế_mà có 4 ngày hàng đến rồi . suýt chút nữa trúng time đi du_lịch rùi . cảm_ơn shop . 5 sao vì tốc_độ giao quá nhanh quá nguy_hiểm .",5,[4],[4],0
"chất_lượng giấy tốt , nội_dung thì mới đọc chưa đánh_giá được . 5 sao cho giao hàng nhanh và sự tận_tâm của shop . mình rất ấn_tượng với thư_ngỏ và lời cảm_ơn của các bạn . xin cảm_ơn !",5,"[2, 3, 4]","[2, 3, 4]",0
"sách , giấy đẹp ! sản_phẩm chuẩn . cửa_hàng đóng_gói cẩn thân !",5,"[2, 4]","[2, 4]",0
sạch đẹp ! mình cần thời_gian để đọc,5,[2],[2],0
"mình nhận được sách rồi , cả sách tặng nữa . chất lương sản_phẩm tốt , giao hàng nhanh , cẩn_thận . cảm_ơn nhà_sách nhiều . luôn là khách_hàng đồng_hành nhiều năm qua .",5,"[1, 2, 4]","[1, 2, 4]",0
"sách đẹp xỉu , thơm mùi giấy mới , nội đứng thì khỏi bàn , đóng_gói cẩn_thận và giao hàng nhanh !",5,"[2, 4]","[2, 4]",0
"đóng_gói cẩn_thận , giao hàng nhanh , nhận viên nhiệt_tình , sách trình_bày đẹp , nội_dung sách chưa biết nên để đánh_giá sau .",5,"[1, 2, 3, 4]","[1, 2, 3, 4]",0
"cửa_hàng giao hàng nhanh_chóng , đóng_gói đẹp . cảm_ơn thư_ngỏ của shop . mình thích nhất là bookmark giống y_như trang bìa của sách . sách in rõ_ràng và giấy đẹp . đánh_giá 5sao cho cửa_hàng nha",5,"[2, 3, 4]","[2, 3, 4]",0
"sách đẹp , đóng_gói cẩn_thận . nội_dung hơi đơn_giản so với xã_hội hiện_đại phức_tạp . nhưng cũng có những bài_học hay .",5,"[2, 4]","[2, 4]",0
chưa đủ trình để thẩm nổi sách này . bạn nào hay đọc thể_loại này cần thì mình pass nhé ! sách mới_tinh luôn mình mới đọc thử 1 cuốn thôi,5,[2],[2],0
"mình đã nhận được hàng rồi , sản_phẩm đúng như mô_tả , sách hay , trình_bày đẹp , đóng_gói cẩn_thận . rất ưng_ý .",5,"[2, 4]","[2, 4]",0
sách rất đẹp không lỗi phôn chữ . giao hàng đúng hẹn người giao hàng thân_thiện,5,"[2, 4]","[2, 4]",0
"sách đẹp , đóng_gói cẩn_thận . nội_dung thì thấy mới đọc hơi chung_chung , câu_chuyện không hấp_dẫn lắm .",5,"[2, 4]","[2, 4]",0
giao hàng nhanh_chóng . sách mới,5,"[2, 4]","[2, 4]",0
cửa_hàng đóng_gói cẩn_thận,5,[4],[4],0
"gói kỹ_càng , cẩn_thận . giao đúng thời_gian .",5,[4],[4],0
"chất_lượng sách tốt , nội_dung chứa_đựng thông_tin hữu_ích .",5,[2],[2],0
"chưa đọc nội_dung , nhưng 10 điểm đóng_gói và cẩn_thận .",5,"[2, 4]","[2, 4]",0
sách ổn tuy chưa đọc nhưng hình thúc ổn,5,[2],[2],0
"sách đẹp , hàng giao nhanh , đủ bộ",5,"[2, 4]","[2, 4]",0
"giao hàng nhanh , đóng_gói cẩn_thận , giấy đẹp .",5,"[2, 4]","[2, 4]",0
4 cuốn sách này tôi thấy khá hay và bổ_ích,5,[2],[2],0
"sách hay , ý_nghĩa , trình_bày đẹp",5,[2],[2],0
"sách đóng_gói cẩn_thận , nội_dung hay",5,"[2, 4]","[2, 4]",0
"chất_lượng ổn , giá hợp_lý .",5,"[2, 3]","[2, 3]",0
"có những người bước đến , họ lấp đầy hạnh_phúc vào từng vết nứt trong tim , khiến chúng được an_ủi và chữa lành . nhưng rồi họ lại ra đi , làm tan_vỡ trái_tim người ở lại . câu_chuyện bắt_đầu bằng sự vui_vẻ , nghịch_ngợm của một cậu bé mang tên zezé và kết_thúc là một nỗi đau tột_cùng khi mất đi hai người bạn quý_giá nhất đời mình . khi đọc cuốn tiểu_thuyết này , các bạn hẳn sẽ nhiều lần đau_xót vì thương_cảm cho cậu bé chỉ mới 5 tuổi với một tuổi_thơ nhiều rạn_vỡ . nhưng các bạn cũng sẽ mỉm cười và cảm_thấy yêu_thương sự sống từ trong sâu thẳm tim mình . bởi trong suốt cuốn tiểu_thuyết , người với người đối_xử với nhau vẫn rất_đỗi dịu_dàng , yêu_thương và trìu_mến . cho đến khi khép lại cuốn sách , thì trái_tim chúng_ta lại thổn_thức với một nỗi buồn vương_vấn , buồn cho sự mất_mát từ những yêu_thương và buồn cho sự trưởng_thành từ những nỗi đau , sự trưởng_thành quá sớm mà không ai mong_muốn một cuốn tự_truyện đầy cảm_động , tuy đau_đớn nhưng vẫn ngập_tràn tình_yêu_thương ! ! ! cảm_ơn tiki",5,"[2, 3]","[2, 3]",0
"mua sách cũng lâu rui nhưng giờ mới có tgian đọc , mình đọc 1 mạch cho đến hết truyện . mở_đầu truyện đã mang tới cảm_giác khá buồn rồi , đọc để thấu_hiểu được cái nghèo nó có_thể khiến một cậu bé còn chưa được 6t trưởng_thành và mạnh_mẽ tới mức ấy , và đôi_khi lại rất nhạy_cảm , một cậu bé thông mình và tinh_nghịch nhưng lại không có một ai có_thể hiểu được cậu cho tới khi một người bạn đặc_biệt xuất_hiện khiến zezé cảm_nhận được sự ấm_áp và trân_trọng mà trước đây cậu chưa từng được đối_xử như thế . khúc cuối thật_sự rất cảm_động , sẽ không có một ai thay_thế được hình_bóng người bạn đặc_biệt ấy trong lòng cậu bé cho tới cuối đời .",5,"[2, 3]","[2, 3]",0
"thấy nhiều bạn chê tiki gói hàng quá , may_sao hàng mình không bị hư một_tẹo nèo ! mà đúng thật là hơi sơ_sài không bọc chống xóc , chỉ có sách và cái hộp . rewiew sách mik nghĩ cuốn này jhas healing viết kiểu kể chuyện đọc không chán nó thật sư là khám_phá nỗi đau và yêu_thương .",5,"[2, 4]","[2, 4]",0
"bìa cực xinh , tiki giao hàng nhanh , sách không bị nhăn góc , gãy cạnh hay bẩn gì hết . cuốn này quá nổi rồi nên mình sẽ không nhận_xét về nội_dung mà chỉ chia_sẻ cảm_nhận của bản_thân . khi mới đọc nửa đầu , mình vừa buồn_cười vừa giận những trò nghịch_ngợm của cậu bé , ngưỡng_mộ tài_năng cũng như yêu_quý tính_cách dễ_thương của cậu . nhưng đến khoảng_nửa phần sau mình thì khóc sướt_mướt luôn . mình giận cuộc_đời sao đối_xử bất_công với cậu bé như thế ! ! cậu vẫn còn quá nhỏ để hiểu đời , hiểu thế_sự , hiểu sự chết là gì ! ! dẫu biết cuộc_sống khó_khăn cậu đã trải qua thuở bé trở_thành hành_trang cho đường đời sau_này , dẫu biết mọi thứ đều có_mặt tích_cực , nhưng mình vẫn thương , vẫn tiếc cho một tuổi_thơ đầy tươi đẹp , đầy hồn_nhiên đã bị giết chết quá sớm như thế ! nói_chung , mình cực_kì khuyên các bạn nên mua . cuốn sách còn hơn cả một câu_chuyện về zeze mà cò chất chứa nhiều câu_chuyện khác , nhiều tầng ý_nghĩa khác nữa ! !",5,"[2, 4]","[2, 4]",0
"nội_dung của sách thì không phải bàn đến rồi , đây là 1 tác_phẩm văn_học kinh_điển mọi người đều biết tới . vậy nên mình sẽ nói về dịch_vụ của tiki giao hàng siêu nhanh luôn , tối hôm trước mình đặt chiều_hôm sau đã có hàng trên tay rồi đóng_gói chắc_chắn như mọi lần , sách không móp méo , không bị bẩn , nói_chung ngoại quan không vấn_đề . sách in không bị lỗi mực in hay phông_chữ",5,"[1, 2, 4]","[1, 2, 4]",0
"một cuốn sách rất đáng đọc về tình_yêu_thương và sự mất_mát mà chắc_chắn mình sẽ gợi_ý cho mọi người dù biết rằng nó đã rất hot rồi , để cùng cười trước những trò nghịch_ngợm tinh_quái , trí_tưởng_tượng ...",5,[2],[2],0
"sách lúc nhận hình_thức rất ổn , không cong vênh xước gãy , đơn hàng này mình hài_lòng 5 5 với tiki . về phần nội_dung , mình đọc liên_tục 4 tiếng , nửa đầu vừa vui vừa giận , đôi_khi tức_tối nhưng lại dịu ...",5,[2],[2],0
"một cuốn sách nhẹ_nhàng và vô_cùng dễ_thương . những đoạn hội_thoại nhỏ , bình_dị nhưng đủ sức chạm đến trái_tim bất_cứ ai . không biết người khác đọc thấy thế_nào , mình thì như được đồng_cảm , à hoá_ra cũng ...",5,[2],[2],0
"ôi thật_sự đây là cuốn sách đầu_tiên khiến mình khóc trong đợt cách_ly này . khóc cho hoàn_cảnh của cậu bé zezé , một đứa trẻ rất hiểu chuyện , hay cho những cú đánh đau rát đến mức bỏng da mà cậu chịu_đựng ... .",5,"[2, 3]","[2, 3]",0
"tác_phẩm kinh_điển , nội_dung hay xuất_sắc luôn , đoạn đầu_đọc buồn_cười chết đi được nhưng dần về sau càng thấm , đượm buồn . tui đã khóc rất nhiều vì tui nhìn thấy được chính bản_thân tui lúc nhỏ trong ...",5,[2],[2],0
"sách đẹp , mới , cứng_cáp . giao hàng siu nhanh . đã lâu rồi không đặt sách tiki , giờ đặt lại vẫn hài_lòng lắm . giao hàng hồ chí minh siêu nhanh . nhận sách cái phản_hồi luôn nên chưa kịp thẩm nội_dung như nào",5,"[2, 4]","[2, 4]",0
"sách xinh lắm luôn mọi người ưi . mặc_dù lần này không có bọc chống sốc nhưng trộm zía sách không bị nát hay gấp góc . giao hàng siêu siêu nhanh , đặt 8 8 mà 9 8 đã giao rùi . rcm nên mua nha mọi người ui",5,"[2, 4]","[2, 4]",0
"đa_số sách mình mua vì được truyền_cảm_hứng từ bts , nhờ bts đặc_biệt là kim nam joon trưởng nhóm giúp mình có rất nhiều động_lực đọc sách phải khen tiki vì luôn bán sách rẻ , chính hãng , giao nhanh , mua ...",5,"[3, 4]","[3, 4]",0
"đáng mua lắm mọi người ạ . mình đọc mà cảm_xúc lẫn_lộn lắm luôn í . phẫn_nộ , đau_xót , đáng thương , niềm vui và những nỗi buồn cứ luân_phiên hiện_hữu trong tâm_trí mình . ẩn sâu trong đó là những bài_học vô_cùng ...",5,[2],[2],0
mình không ngờ nó có_thể hay đến như_vậy . bắt_đầu là sự vui_vẻ của zezé và kết_thúc là sự đau_buồn khi mất đi hai người bạn quý_giá của mình . mình đã bật khóc từ khi đọc đến chương 4 có_thể nói đây là ...,5,"[2, 3]","[2, 3]",0
"giao hàng nhanh , giấy in mực in chất_lượng . xin_lỗi vì đã đánh_giá 1sao cho cuốn hoa trên mộ vì hiểu lầm sách viết sai chính_tả ạ",5,"[2, 3, 4]","[2, 3, 4]",0
mình đọc liền 1 mạch hết truyện luôn . câu_chuyện về cậu bé zeze mới chỉ 5 tuổi nhưng đã có suy_nghĩ trưởng_thành hơn rất nhiều so với tuổi của mình . cậu bé có nhiều trò nghịch_ngợm khá tai_quái như bôi ...,5,[2],[2],0
"sách được giao nguyên_vẹn , nội_dung rất hay và ý_nghĩa . nhiều bạn phàn_nàn tiki không dùng xốp hay bọc chống sốc , nhưng như vậy cực_kì ô_nhiễm mt 1 cách không cần_thiết , vì sách không phải hàng dễ vỡ và đọc 1 thời ...",5,"[2, 4]","[2, 4]",0
đánh_giá 10 10 giá 64k đợt sale t2 hàng tuần cảm_nhận tưởng healing nhẹ_nhàng nhưng kp mọi người ạ . mọi người nhớ cbi sẵn khăn giấy nha đọc cuốn này xong mình mới hiểu thấu lời giảng của thầy mình ...,5,"[2, 3]","[2, 3]",0
"nếu như_ai cũng chúc bạn năm mới vui_vẻ rồi , vậy tôi chúc bạn đi khắp núi_sông , vẫn cảm_thấy nhân_gian xứng_đáng .",5,[2],[2],0
"mình đã thích quyển sách này từ lâu , vậy nên thật tuyệt vì mình cuối_cùng đã mua được cây cam ngọt của tôi với giá sale khá ổn . mình chưa đọc sách nhưng đã đọc đánh_giá nội_dung nên biết rằng chắc_chắn ...",5,"[2, 3]","[2, 3]",0
một cuốn sách tuyệt đẹp và cảm_động . đã mua lại lần thứ 2 để đem tặng . giao hàng nhanh . giấy in vàng chống cận . 10 điểm .,5,"[2, 4]","[2, 4]",0
nhận hàng đủ,5,[4],[4],1
"đóng_gói cẩn_thận , sạc siêu nhanh",5,[4],[4],2
"sờ cái là biết đồ xịn , bật lên super fast charge 1.5 k ma .",5,[2],[2],2
"giao nhanh , đóng_gói cẩn_thận , sạc nhanh",5,[4],[4],2
giá tốt hơn các nơi bán khác,5,"[2, 3]","[2, 3]",2
hàng đúng như quảng_cáo . tiki trading rất uy_tín . chất_lượng bộ sạc chưa thể đánh_giá vì phải qua thời_gian sử_dụng mới dám nhận_xét chất_lượng .,4,"[2, 3]","[2, 3]",2
"sản_phẩm nguyên đai nguyên kiện , săn được mã giảm_giá nên quất luôn 3 hộp cho nhóc nhà sử_dụng . vote cửa_hàng 5 sao",5,[3],[3],3
sữa uống ngon . đều đó là thằng_cha con hàng_xóm bảo vậy chứ mình thì mình không biết . giao hàng nhanh . 5 năm nữa coi thằng cu thông_minh không là biết,5,[4],[4],3
lần đầu dùng hàng cao_cấp của samsung và cũng là lần đầu mua đồ giá_trị lớn trên tiki . mọi thứ đều rất tốt . mình rất hài_lòng . thông_tin thêm cho các bạn là đơn hàng không có ốp đi kèm nên các bạn nên sắm cùng khi mua điện_thoại nhé .,5,"[2, 3]","[2, 3]",2
"chất_lượng , nguyên seal , chính hãng",5,[2],[2],2
dthoai đẹp,5,[2],[2],2
rất đẹp và sang_trọng,5,[2],[2],2
nhận hàng nguyên seal và nhanh,5,[4],[4],2
"máy dùng rất thích . cảm_giác cầm khá đầm tay nếu đọc lâu thì sẽ hơi mỏi một_tẹo . đây là bản kids nên có_giá mềm hơn bản thường một_tẹo , tuy_nhiên mình không thấy có bất_kì vấn_đề gì ở bản này cả . amazon có offer người dùng 1 năm sử_dụng kids nhưng mà hình_như ở vn không hỗ_trợ , mình loay_hoay mãi mà vẫn không activate được . máy đọc các sách thuần chữ , ít hình_ảnh khá mượt . đặc_biệt các đuôi epub , azw , mobi đúng với định_dạng hỗ_trợ của máy . tuy_nhiên , nếu phải xử_lý các file có dung_lượng cao , nhiều hình_ảnh , máy có hơi lag và phản_hồi chậm hơn . nhìn_chung , đây là một sản_phẩm tương_đối đáng tiền . thích_hợp cho những bạn không muốn mang vác nhiều và sợ làm quăn sách . đồng_thời với những bạn thích đọc sách nước_ngoài nhưng vì budget có_hạn nên không mua được sách giấy . sách việt thì mình thấy đa_phần sẽ chỉ có định_dạng pdf , đọc không được thích cho lắm . tiki giao đơn rất nhanh , chỉn_chu . người giao hàng hỗ_trợ nhiệt_tình và khá thân_thiện .",5,"[1, 2, 3, 4]","[1, 2, 3, 4]",2
"cửa_hàng giao nhanh . máy không bị hư_hỏng gì , mới nguyên seal . hình_ảnh rõ nét , chữ ok . vì không có ánh_sáng xanh nên đọc lâu không bị mỏi_mắt như dthoai . đem theo tiện , nhẹ . highly recommend",5,"[2, 4]","[2, 4]",2
hàng mới_cứng và chất_lượng lắm ạ .,5,[2],[2],2
"máy đẹp , cover cũng rất nét . mới_đầu sử_dụng còn lúng_túng , khi hiểu máy thì dùng rất thích . mình bị cận nhưng đọc thử khá ổn , có những đuôi file có_thể tăng giảm cỡ chữ rất thuận_tiện .",5,[2],[2],2
"lần đầu_tiên trải nghiệm máy đọc sách , cảm_giác đặc_biệt và hứng_thú hơn sách giấy . cửa_hàng giao hàng nguyên seal , đóng_gói tốt và giao hàng nhanh . đáng mua .",5,"[2, 3, 4]","[2, 3, 4]",2
"máy đuợc đóng_gói cẩn_thận , nguyên hộp , đầy_đủ phụ_kiện . chất_lượng máy rất tốt",5,"[2, 4]","[2, 4]",2
"tốt giao đúng giờ , hàng chuẩn mới đẹp nha",5,"[2, 4]","[2, 4]",2
"hàng được đóng_gói kĩ lắm , giao nhanh cửa_hàng tư_vấn nhiệt_tình lần đầu mình mua mđs , cảm_thấy rất ok , mong sử_dụng được lâu_dài",5,"[1, 4]","[1, 4]",2
"cảm_ứng tạm được , đèn_vàng đọc đêm đỡ mỏi_mắt , mình thích màn_hình to nên thích bản 5 này hơn 4 . cover đi kèm đẹp",5,[2],[2],2
hàng đúng mô_tả . cửa_hàng có tâm_giao bản kids nên không gặp rắc_rối trong việc gỡ quảng_cáo . pin trâu và sạc cũng nhanh . đáng mua cho bạn nào muốn đọc sách .,5,"[2, 4]","[2, 4]",2
"mọi thức ổn , giao hàng nhanh , máy còn nguyên seal",5,[4],[4],2
"hình_ảnh rõ nét , đọc không mỏi_mắt , tốc_độ nhanh hơn thế_hệ cũ .",5,[2],[2],2
"nhìn rõ nét dứoi ánh mặt_trời , đẹp , giao hàng nhanh",5,"[2, 4]","[2, 4]",2
"sản_phẩm đệp , máy chắc_chắn , chữ rõ nét",5,[2],[2],2
"chất_lượng tốt , giá_cả phải_chăng",5,"[2, 3]","[2, 3]",2
cửa_hàng rất nhiệt_tình tư_vấn và hỗ_trợ về ốp lưng . cảm_ơn cửa_hàng nhiều và chúc cửa_hàng mua may bán đắt,5,"[1, 3]","[1, 3]",2
"nhà bán giao hàng nhanh_chóng , từ hà_nội đến tp . hcm chỉ mất thời_gian 3 ngày . sản_phẩm đúng như quảng_cáo . hàng mới .",5,"[2, 4]","[2, 4]",2
"đã nhận được máy , máy đẹp , giao hàng nhanh , lần đầu sử_dụng , nhìn màn_hình không thấy đau mắt , chất_lượng tốt",5,"[2, 4]","[2, 4]",2
máy đẹp .,5,[2],[2],2
"máy đọc sách mới , chính hãng , đẹp , giao hàng rất nhanh",5,"[2, 4]","[2, 4]",2
"đóng_gói hàng cẩn_thận , giao hàng nhanh và hàng chính hãng còn nguyên .",5,"[2, 4]","[2, 4]",2
mình đã nhận hàng đúng ngày . chất_lượng tuyệt_vời . giá_cả hợp_lý . rất thích_hợp cho những ai thích đọc ebook,5,"[2, 3, 4]","[2, 3, 4]",2
dùng tốt . sẽ còn ủng_hộ,5,[2],[2],2
"máy không có gì để chê , cửa_hàng tư_vấn nhiệt_tình và luôn hỗ_trợ người mua",5,[1],[1],2
trải nghiệm đọc chất_lượng,5,[2],[2],2
"sản_phẩm dùng rất tốt nhé , vừa nhỏ_nhẹ vừa tiện_lợi",5,[2],[2],2
cầm trên tay đúng đáng đồng_tiền bát gạo ạ,5,[3],[3],2
"máy đẹp , nguyên seal , đọc ngon luôn",5,[2],[2],2
"máy dùng mượt , có kèm case luôn . cửa_hàng cũng tư_vấn rất chu_đáo . đáng mua .",5,"[1, 2]","[1, 2]",2
"dùng được 3 ngày , hài_lòng với kindle phiên_bản mới",5,[2],[2],2
xài tốt lắm á mọi người . mình mua bản kids,5,[2],[2],2
"bọc kĩ_càng , cửa_hàng nhiệt_tình . sẽ dùng thử và đánh_giá sản_phẩm sau",5,"[1, 2]","[1, 2]",2
"sản_phẩm tốt , hàng nguyên seal , có bao cover đi kèm",5,[2],[2],2
"đóng_gói ổn , hàng new , đánh_giá cao ah",5,"[3, 4]","[3, 4]",2
"giao hàng nhanh . máy còn nguyên seal . có ốp da chính hãng . lần đầu mình dùng kindle thấy tác vụ không được mượt khi dùng smartphone , thấy hơi giật giật không biết là bình_thường hay máy mình có vấn_đề gì ak ?",4,"[2, 4]","[2, 4]",2
máy thì tốt nhưng mà rõ_ràng mình đặt bao da_màu đen lại đưa bảo da_màu xám . sai phòng thủy . kho hài_lòng lắm,4,[2],[2],2
"giao hàng nhanh nhưng sao màu bao da , đặt màu xanh nhưng giao màu đen",4,"[2, 4]","[2, 4]",2
"sản_phẩm_chất_lượng tốt , mới 100 , bao da đi kèm tốt .",4,[2],[2],2
"sản_phẩm dùng 1tg thì xuất_hiện lỗi application error khi mở máy , nhưng không ảnh_hưởng đến quá_trình sử_dụng",4,[2],[2],2
"máy gọn_nhẹ dễ thao_tác , có_điều hơi lag không biết các máy khác có vậy không hay_là do mình sử_dụng điện_thoại quen .",4,[2],[2],2
bảo bản kid mà giao bản thường,1,"[2, 4]","[2, 4]",2
"máy đọc tốt , có quà nhưng bị giao sai màu . mình chọn màu xanh mà cửa_hàng giao màu đen",4,"[2, 4]","[2, 4]",2
"hài_lòng , máy mới xịn xò , đọc sướng . cám_ơn cửa_hàng",4,[2],[2],2
"đọc vẫn bị mỏi_mắt , máy nặng chứ không nhẹ như kỳ_vọng",3,[2],[2],2
máy hơi chậm một xíu trong một_số tác vụ . được cái gọn_nhẹ . to hơn điện_thoại nhưng nhỏ và nhẹ_nhàng hơn tablet lớn . màn 8.7 inch độ phân_giải 800x1340 cho ra hình_ảnh ở mức_độ trung_bình . nhưng có_thể cho 5 sao vì chỉ_số benefit cost ở mức cao nhất trong phân khúc giá .,5,"[2, 3]","[2, 3]",2
"tiki giao hàng nhanh , chưa tới hai tiếng mình đã nhận hàng , nguyên seal , máy tác vụ hơi chậm nhưng so trong phân khúc giá rẻ thì quá tốt",5,"[2, 3, 4]","[2, 3, 4]",2
máy ổn đẹp với mức giá vậy qua tốt mọi người có_thể xem_xét mua,5,"[2, 3]","[2, 3]",2
độ phân_giải khá thấp nhưng được hiệu_năng chơi các game như vương_giả hay bắn súng với đồ_họa trung_bình giữ được 60 fps tuyệt_vời xem phim nghe nhạc,5,[2],[2],2
"hơi tiếc độ phân_giải màn_hình không được tốt lắm , xem phim tầm 1h liên_tục có cảm_giác hơi mỏi_mắt nhưng được cái là hàng chính hãng cyar samsung nên chấp_nhận được trong tầm giá",5,"[2, 3]","[2, 3]",2
đóng_gói cẩn_thận tuy hơi chậm chút,5,[4],[4],2
"cửa_hàng giao hàng nhanh , đóng_gói cẩn_thận . dùng tới nay là gần 1 tháng rồi chưa thấy có lỗi gì cả . máy thiết_kế viền vuông hiện_đại . màn_hình đẹp dù chỉ hướng_dẫn thôi , mượt mà xài ổn_định .",5,"[2, 4]","[2, 4]",2
"nguyên seal , thiết_kế đẹp , màn_hình hơi rỗ",5,[2],[2],2
"máy mới , giao hàng nhanh , chu_đáo và rất cẩn_thận . mua đồ điện_tử mắc tiền mình đều ưu_tiên tiki . hy_vọng sẽ ổn và dùng được lâu",5,"[2, 3, 4]","[2, 3, 4]",2
giao nhanh . máy xài tốt .,5,"[2, 4]","[2, 4]",2
"đung thông_số , vừa_ý , loa tốt , chon con học này_nọ , đỡ nheo mắt . mà dùng ít thui nha .",5,[2],[2],2
ổn_áp trong tầm giá có điều chơi liên_quân không hiểu do cảm_ứng hay do game thấy lâu_lâu như không cảm_ứng được nhân_vật toàn đứng im không di_chuyển được,5,"[2, 3]","[2, 3]",2
mình dùng đọc sách file pdf và ghi_chú đọc sách rất phù_hợp . mình không chơi game và chủ_yếu đọc sách offline .,5,[2],[2],2
máy mới nguyên hộp . ủng_hộ tiki uy_tín 5 sao,5,[2],[2],2
"ổn , có sạc nhanh , cảm_ứng mượt . với giá này thì quá ổn .",5,[3],[3],2
"máy ổn trong tầm giá , nguyên seal , bao_gói kỹ",5,[3],[3],2
"hàng giao đúng chất_lượng , giao nhanh , nguyên seal",5,"[2, 4]","[2, 4]",2
"rất tin_tưởng tiki trading . máy đẹp , hoàn_thiện tốt nhưng sử_dụng có vẻ không được mượt mà lắm .",5,[2],[2],2
"tốt trong tầm giá , màn không đẹp lắm , tốc_độ không mượt lắm , đk cái đa_nhiệm cũng tốt",5,"[2, 3]","[2, 3]",2
màn_hình hơi xấu . cấu_hình tốt . thiết_kế đẹp . gọn_nhẹ . nói_chung hời so với tầm giá,5,"[2, 3]","[2, 3]",2
"đẹp , giá hợp_lý",5,"[2, 3]","[2, 3]",2
"nhân_viên cskh thân_thiện nhiệt_tình , sản_phẩm ổn_áp trong tầm giá .",5,"[1, 3]","[1, 3]",2
"sảm phẩm đúng với hình_ảnh , sử_dụng tốt .",5,[2],[2],2
tuyệt_vời với giá và chất_lượng như_vậy . rất hài_lòng .,5,"[2, 3]","[2, 3]",2
"máy mới , xài mượt , pin lâu giá_cả hợp_lý",5,"[2, 3]","[2, 3]",2
ổn ! phù_hợp giá tiền ! cảm_ơn shop !,5,[3],[3],2
chất_lượng dùng tốt,5,[2],[2],2
"khá ok , cho con xài tác vụ cơ_bản đủ dùng",5,[2],[2],2
"giao hàng nhanh , chất_lượng tốt",5,"[2, 4]","[2, 4]",2
máy rất tốt . chạy mượt . màn_hình ổn trong tầm giá .,5,"[2, 3]","[2, 3]",2
"máy đẹp , mượt , giá tốt",5,"[2, 3]","[2, 3]",2
sản_phẩm tốt trong tầm giá !,5,"[2, 3]","[2, 3]",2
ổn so với tầm giá,5,[3],[3],2
giao nhanh và bưu_tá thân_thiện,5,[4],[4],2
"tiki giao hàng nhanh , máy dùng ổn .",5,"[2, 4]","[2, 4]",2
máy mới ngon_lành,5,[2],[2],2
"giao hàng nhanh , hàng tốt",5,"[2, 4]","[2, 4]",2
"mới nhận được hàng , mơ lên chạy thử thấy ổn hết , cho 4 trc",4,[2],[2],2
màn_hình xấu ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,1,[2],[2],2
mờ lắm đắt so với giá tiền,3,[3],[3],2
dùng tốt ạ,5,[2],[2],4
"tương_tự như sản_phẩm cổng usb c . sản_phẩm mới nhận mà đã dính bụi , có vết rỉ sét , nhìn không mới , cổng usb c bám bụi , trầy_xước . kết_nối chưa rõ 2.0 hay 3.0",5,[2],[2],4
"kết_nối ổn_định , bền thì chưa biết , sẽ tiếp_tục ủng_hộ cửa_hàng",5,[2],[2],4
